idx	X	Y	component
76	1405.676172819088	2633.619405145528	0
77	1406.687955027831	2633.574206871569	0
78	1405.686228603338	2633.61351972556	0
79	1406.698946898588	2633.567832063897	0
80	1406.699952068532	2633.567460516849	0
81	1446.524889010395	2614.253672411562	0
82	1446.520371489325	2614.255694560069	0
83	1448.598980964377	2613.926760586164	0
84	1446.525959017281	2614.253092300008	0
85	1448.633531314151	2613.897519210561	0
86	1448.633165528263	2613.897367415085	0
87	1477.237494043458	2597.300063908076	0
88	1477.238798348238	2597.30000035788	0
89	1478.114714310032	2596.622584682847	0
90	1477.248776737695	2597.292883636321	0
91	1478.110084663806	2596.625844569896	0
92	1478.113439342897	2596.62388140901	0
93	1484.628024628099	2592.790585404915	0
94	1484.619316251878	2592.796785181862	0
95	1485.647435327385	2592.492915327454	0
96	1484.628909087085	2592.788888145803	0
97	1485.647115806006	2592.490626361708	0
98	1485.647435328076	2592.492915326731	0
99	1490.990278529766	2588.837241266249	0
100	1490.954581157413	2588.855402898959	0
101	1491.839644497241	2588.425015479264	0
102	1490.986454065953	2588.839825515474	0
103	1491.933383613183	2588.371972909137	0
104	1491.933315619358	2588.373039144021	0
105	1534.24700574232	2563.916325666292	0
106	1534.133395817623	2564.010944931047	0
107	1535.559302222325	2562.336310819357	0
108	1534.246615270486	2563.916058265014	0
109	1535.575998621177	2562.327358650142	0
110	1535.576241301349	2562.327350562107	0
111	1542.658531120848	2557.559169424648	0
112	1542.644515134817	2557.568467095624	0
113	1543.378449124336	2556.801047112425	0
114	1542.661615608857	2557.557674679077	0
115	1543.404229170867	2556.791740405423	0
116	1543.408262359123	2556.789688221589	0
117	1548.09505976505	2554.048353953787	0
118	1547.812798708017	2554.207518697294	0
119	1549.01790207506	2553.894552323279	0
120	1548.096403342283	2554.047791047975	0
121	1549.125479065003	2553.820130021688	0
122	1549.124673332506	2553.81989552093	0
123	1551.098599520728	2552.592351936493	0
124	1551.025853781137	2552.629375524284	0
125	1551.243663920824	2552.516875233473	0
126	1551.100842321202	2552.590678604396	0
127	1559.533035282926	2547.027457145808	0
128	1559.530227684938	2547.029049084613	0
129	1562.333306988765	2545.534345564643	0
130	1559.528706818781	2547.031058437723	0
131	1562.386688905668	2545.514541704356	0
132	1562.386592546684	2545.514484340011	0
133	1567.116963788767	2542.838698380501	0
134	1567.097226663303	2542.846145334723	0
135	1568.022879180742	2542.321838650247	0
136	1567.118190797181	2542.837835945566	0
137	1568.030435257438	2542.317920829855	0
138	1568.02897153194	2542.319799667753	0
139	1569.016562157715	2541.89383280887	0
140	1568.997301383504	2541.90458946491	0
141	1569.95750594272	2541.41300091842	0
142	1569.017269079966	2541.89346078835	0
143	1569.960471069997	2541.41171215832	0
144	1569.960471070948	2541.41171215801	0
145	1578.621328270451	2536.983817195498	0
146	1578.618270875621	2536.985804213257	0
147	1579.603434491812	2536.47504453363	0
148	1578.625246221506	2536.982320044544	0
149	1579.601193129503	2536.468521319078	0
150	1579.604834129795	2536.473789844482	0
151	1581.427618745916	2535.410883696962	0
152	1581.401689803292	2535.424155867421	0
153	1582.333903485819	2534.918840011271	0
154	1581.426527967749	2535.410892475278	0
155	1582.353637115241	2534.910564142139	0
156	1582.352554795394	2534.910866799978	0
157	1587.228388725301	2532.336136851877	0
158	1587.226735447956	2532.338128173025	0
159	1588.08310954456	2531.732158692934	0
160	1587.228739120998	2532.33591533153	0
161	1588.095218222408	2531.725565837943	0
162	1588.094915777178	2531.725736631792	0
163	1589.85946349572	2530.576565485068	0
164	1589.857206708821	2530.57776918126	0
165	1591.792475898617	2529.380940118754	0
166	1589.877262900923	2530.56222015419	0
167	1591.788945586991	2529.38248202008	0
168	1591.793743896679	2529.381039102126	0
169	1592.755410869442	2528.905540960823	0
170	1592.750824991466	2528.908314582931	0
171	1593.549568028074	2528.327610210585	0
172	1592.753099655286	2528.906680945122	0
173	1593.629691576428	2528.286969082187	0
174	1593.636139418096	2528.285206469101	0
175	1598.343659702491	2525.591964982577	0
176	1598.273946895158	2525.628887799515	0
177	1599.260174865451	2524.966320984825	0
178	1598.345860798269	2525.591154244046	0
179	1599.259324402774	2524.967891623547	0
180	1599.263226271766	2524.965790307489	0
181	1610.91323470086	2519.134804214409	0
182	1610.912052070182	2519.135121229331	0
183	1611.761022809907	2518.579952703678	0
184	1610.944297448426	2519.11361323222	0
185	1611.851631333165	2518.52502355067	0
186	1611.823928559671	2518.541462363908	0
187	1612.769115593215	2517.883951798612	0
188	1611.852019645909	2518.524833979815	0
189	1612.788858588531	2517.877001766393	0
190	1612.784774661091	2517.87725611726	0
191	1614.748957624425	2516.82948496012	0
192	1614.741386970037	2516.833539727176	0
193	1615.778941845912	2516.280890515628	0
194	1614.750135800738	2516.82878912382	0
195	1615.778019023121	2516.2824604035	0
196	1615.777090719495	2516.283364544781	0
197	1618.711476761368	2514.727917164962	0
198	1618.712214745554	2514.72730527632	0
199	1619.706464634776	2514.249175787229	0
200	1618.7328308925	2514.717668149334	0
201	1619.713506753743	2514.245418757719	0
202	1619.717620330234	2514.243541933099	0
203	1625.737131328674	2511.106173686513	0
204	1625.73447561962	2511.107267525408	0
205	1626.281330062126	2510.915731081891	0
206	1626.274694721345	2510.91858999679	0
207	1627.256176258889	2510.440914690698	0
208	1626.109307742938	2510.978194705138	0
209	1627.262460723375	2510.439249377078	0
210	1627.254918626268	2510.441528034138	0
211	1631.419483205981	2508.560284436756	0
212	1631.412929140865	2508.56391455324	0
213	1631.523488202291	2508.526064702318	0
214	1631.420641318141	2508.559654140161	0
215	1637.506062534947	2505.353679846987	0
216	1637.509371670192	2505.351288189141	0
217	1638.487991319556	2504.8359201745	0
218	1637.517029736201	2505.349372728757	0
219	1638.491559329026	2504.834344533616	0
220	1638.488405517115	2504.835716353727	0
221	1639.462760651097	2504.354875356951	0
222	1639.454205616137	2504.359491946208	0
223	1640.398630207919	2503.785526501143	0
224	1639.467666236282	2504.353835724681	0
225	1640.442085176835	2503.832556062483	0
226	1640.441613086357	2503.832898683424	0
227	1641.445111161896	2503.319494112641	0
228	1640.484397895585	2503.883778432857	0
229	1641.448563745965	2503.31826844834	0
230	1641.446001914634	2503.319013624769	0
231	1660.90860446475	2492.829267984034	0
232	1660.908038203478	2492.829600069221	0
233	1662.813688933429	2491.692080504041	0
234	1660.907909085134	2492.830644103998	0
235	1662.810092249015	2491.697469580502	0
236	1662.80889258433	2491.69626968614	0
237	1664.617512790672	2490.553480423008	0
238	1664.61469577624	2490.555997582211	0
239	1665.536414449377	2489.903873991614	0
240	1664.614698329393	2490.555183111936	0
241	1665.557424264171	2489.897965964927	0
242	1665.557458023554	2489.897913278133	0
243	1676.46925892638	2484.651338728243	0
244	1676.453636533523	2484.666057460412	0
245	1677.516208825787	2484.17475190314	0
246	1676.470817468183	2484.651484046086	0
247	1677.535267360749	2484.163194893332	0
248	1677.521248020261	2484.171827493045	0
249	1679.64549699382	2483.157351475162	0
250	1679.64530814375	2483.15722608466	0
251	1680.766556723066	2482.941535685588	0
252	1679.638492132039	2483.163959430885	0
253	1680.761989954939	2482.949546897953	0
254	1680.76178312003	2482.943458408322	0
255	1693.523279496446	2476.397738151203	0
256	1693.523134011205	2476.397516255757	0
257	1694.357754997804	2475.811738153219	0
258	1693.529614759356	2476.394814016694	0
259	1694.369465985585	2475.80646174614	0
260	1693.544461117527	2476.400584552513	0
261	1694.367434050097	2475.825011895979	0
262	1694.368471089517	2475.822690545423	0
263	1699.060092102975	2472.640025508344	0
264	1699.058265217212	2472.641921544561	0
265	1699.684867457352	2471.835444711186	0
266	1699.054375199679	2472.637525201091	0
267	1699.828565466388	2471.784530301373	0
268	1699.832777927852	2471.782352629908	0
269	1710.321765129745	2465.03090106282	0
270	1710.309291118625	2465.038840057996	0
271	1711.305937930167	2464.448743519685	0
272	1710.326168121288	2465.028509635922	0
273	1711.320669085954	2464.438966179606	0
274	1711.317349268529	2464.440667580478	0
275	1723.930173597297	2456.465228977434	0
276	1723.933739284937	2456.462901126873	0
277	1724.696415672237	2455.709404979787	0
278	1724.697072547356	2455.708401974651	0
279	1725.650396865311	2455.210458720267	0
280	1723.979692172999	2456.469210079932	0
281	1724.709795385304	2455.71316626223	0
282	1724.704654104137	2455.710138861431	0
283	1725.675395913531	2455.194975423985	0
284	1725.676297813612	2455.193550178181	0
285	1728.621205807769	2453.58970834249	0
286	1728.47697665242	2453.808823697512	0
287	1730.499706807567	2452.432186007651	0
288	1728.621414531368	2453.590379346803	0
289	1730.497770614837	2452.431170230461	0
290	1730.504832377464	2452.425895356348	0
291	1737.839460724424	2447.335231364509	0
292	1737.839227305363	2447.336270414539	0
293	1738.597295872124	2446.534345686975	0
294	1737.859836920815	2447.327660820563	0
295	1738.706024824351	2446.497968760697	0
296	1738.715276379351	2446.492630648496	0
297	1748.40503838881	2440.579317816916	0
298	1748.403090077677	2440.580657683369	0
299	1749.035427412322	2439.930737433865	0
300	1748.407035446788	2440.577426267437	0
301	1749.070535696346	2439.912405152253	0
302	1749.068599333329	2439.914265300339	0
303	1771.208075828266	2427.321441795157	0
304	1771.181666778388	2427.331171646087	0
305	1772.179268393574	2426.938700755058	0
306	1771.208411691523	2427.321266961644	0
307	1772.206493034546	2426.912634105148	0
308	1772.207091010929	2426.911855574118	0
309	1809.28231582952	2403.994170845678	0
310	1809.282322025395	2403.995469203868	0
311	1810.18471792625	2403.360540962801	0
312	1809.284146734	2403.99273715136	0
313	1810.242701550589	2403.324211306111	0
314	1810.242394848453	2403.323834065808	0
315	1812.110027996714	2401.98677686672	0
316	1812.108745976457	2401.985341189674	0
317	1813.065877537168	2401.286616244631	0
318	1812.117003754125	2401.981865182108	0
319	1813.108537679059	2401.278763864127	0
320	1813.101339177855	2401.28151508895	0
321	1829.406964159351	2392.063931955511	0
322	1829.401694834603	2392.067005187183	0
323	1830.294743846624	2391.48605195938	0
324	1829.404864007282	2392.063290624564	0
325	1830.296696315288	2391.485062965129	0
326	1830.292098064165	2391.487898074373	0
327	1834.343077842537	2389.322884366044	0
328	1834.352259134493	2389.321114349562	0
329	1835.28512116768	2388.748213173753	0
330	1834.347296658096	2389.320327630792	0
331	1835.317172893318	2388.736985504383	0
332	1835.285121166752	2388.748213174124	0
333	1836.299836478294	2388.222031570203	0
334	1835.320615824996	2388.735750514852	0
335	1836.317225459235	2388.212140203455	0
336	1836.314280050015	2388.213811158001	0
337	1844.383550084189	2383.434417720377	0
338	1844.36921808918	2383.443019850641	0
339	1844.710643124681	2383.287329262832	0
340	1844.71881002993	2383.284632762987	0
341	1852.229226713223	2379.274446411713	0
342	1852.206563443748	2379.284420789601	0
343	1852.373928464219	2379.205441126055	0
344	1852.235653411065	2379.272066051199	0
345	1866.769876569232	2371.399053438178	0
346	1866.777085071955	2371.391971133473	0
347	1867.763255729315	2370.89051220049	0
348	1866.77008474233	2371.398966606258	0
349	1867.7575966841	2370.895978706585	0
350	1867.761090628474	2370.892257512623	0
351	1884.700214597844	2360.899465868933	0
352	1884.687999081219	2360.902853721102	0
353	1885.75120833973	2360.694412084378	0
354	1884.698485663952	2360.900324639074	0
355	1885.757116089638	2360.690984987052	0
356	1885.755579687657	2360.692653545651	0
357	1908.245229964428	2347.38600109297	0
358	1908.268172832773	2347.373342211478	0
359	1909.287024711679	2346.816078725202	0
360	1908.255530662213	2347.377982579279	0
361	1909.309087077961	2346.805318343818	0
362	1909.299123795829	2346.813109114923	0
363	1910.312468255066	2346.234561093871	0
364	1910.30310504149	2346.234890658963	0
365	1911.320659879369	2345.862368934685	0
366	1910.312030536216	2346.234895564753	0
367	1911.388199145912	2345.770458647757	0
368	1911.386441574611	2345.771261631366	0
369	1914.474663869375	2343.975783282409	0
370	1914.472761847402	2343.976693068212	0
371	1915.424202732692	2343.447185627395	0
372	1914.471399676506	2343.977901069326	0
373	1915.454261296581	2343.420011524369	0
374	1915.460091611212	2343.415468530233	0
375	1927.428432753191	2335.907415528544	0
376	1927.428198013576	2335.908105295243	0
377	1928.349242249751	2335.274735528615	0
378	1927.439590439191	2335.905593850923	0
379	1928.357558324829	2335.267663097611	0
380	1928.35637825202	2335.26796897395	0
381	1950.767477028199	2321.914506131192	0
382	1950.785153633613	2321.902013595378	0
383	1951.686859097402	2321.240765145797	0
384	1950.768176517411	2321.913859697733	0
385	1951.743465584977	2321.221091097988	0
386	1951.744221792156	2321.220648342573	0
387	1966.01781441024	2312.886468223069	0
388	1966.016673462012	2312.885495189437	0
389	1966.958274023811	2312.313727011597	0
390	1966.022979385745	2312.891066396263	0
391	1966.947476474971	2312.325969326899	0
392	1966.955824674849	2312.31433833788	0
393	1980.191539850261	2303.971391973495	0
394	1980.182089226515	2303.976672081561	0
395	1981.310329790984	2303.388113007643	0
396	1980.332805715942	2303.913977071305	0
397	1981.336097095104	2303.378461012981	0
398	1981.324762840184	2303.379746643026	0
399	2048.021328887387	2263.569325930516	0
400	2047.978121386302	2263.601066143605	0
401	2048.482918859394	2263.363255357234	0
402	2048.027003841982	2263.566242117442	0
403	2048.606557593432	2263.263801981543	0
404	2048.624045270704	2263.254102057763	0
405	2055.611779472163	2258.739098987836	0
406	2055.619988537709	2258.734601257207	0
407	2055.933439543415	2258.466131591623	0
408	2055.934398680512	2258.465099311134	0
409	2089.703866700412	2238.627079857566	0
410	2089.705311843083	2238.625962437049	0
411	2090.693751937427	2238.020734462421	0
412	2089.72331914302	2238.609453237456	0
413	2090.700013185285	2238.017851776538	0
414	2090.693907090746	2238.020635920961	0
415	2125.661529387008	2216.881817463118	0
416	2125.661248008319	2216.889060719602	0
417	2126.549516847777	2216.450229840157	0
418	2125.66390097784	2216.880631395637	0
419	2126.686698674489	2216.270646636219	0
420	2126.684696178325	2216.273073702585	0
421	2129.935310644881	2214.05384678783	0
422	2129.939629506235	2214.051347433664	0
423	2130.907769339553	2213.376052505283	0
424	2129.94797566989	2214.049872312029	0
425	2130.937595355894	2213.362635111228	0
426	2130.938975686639	2213.361625620252	0
427	2135.042895096653	2210.776942429745	0
428	2135.035967061929	2210.780896113587	0
429	2136.118644326255	2210.090685403821	0
430	2135.027646748934	2210.786902065329	0
431	2136.120804280907	2210.089920612927	0
432	2136.116919654842	2210.092131593837	0
433	2145.740324762122	2203.98649701417	0
434	2145.743577198157	2203.983996430172	0
435	2146.780757228858	2203.744445320426	0
436	2145.755531160699	2203.979440941784	0
437	2146.784364121394	2203.747188064189	0
438	2146.807118525934	2203.730379737789	0
439	2155.578823982698	2198.658378320697	0
440	2155.576129798449	2198.661552818042	0
441	2156.567049343067	2197.961800571596	0
442	2155.587157123617	2198.653434955962	0
443	2156.622278845409	2197.928583836372	0
444	2156.620932308254	2197.92935358361	0
445	2158.911658795681	2196.617121486969	0
446	2158.89452216218	2196.629657502298	0
447	2159.988553296706	2195.83924059346	0
448	2158.909715470099	2196.619145682673	0
449	2159.980767338173	2195.851450791713	0
450	2159.982679142271	2195.847348141664	0
451	2183.162672263888	2181.134757630183	0
452	2183.153538911654	2181.166426808361	0
453	2184.189755074655	2180.302152335607	0
454	2183.164166260764	2181.134622470192	0
455	2184.189157908098	2180.301251004932	0
456	2184.183060152853	2180.305946265754	0
457	2186.460297433481	2178.540467158337	0
458	2186.343069783943	2178.63237963962	0
459	2186.590334906319	2178.440824757782	0
460	2186.460569671257	2178.541060170703	0
461	2200.434235024096	2168.503133921457	0
462	2200.426528272181	2168.504730551286	0
463	2201.368501592273	2167.899912658537	0
464	2200.436262485027	2168.505473250315	0
465	2201.315719349626	2167.956887725233	0
466	2201.367570656676	2167.902180391841	0
467	2210.929305523402	2161.183403629419	0
468	2210.923058080097	2161.186060782006	0
469	2212.126029904554	2160.527305067048	0
470	2210.930456292674	2161.182601445466	0
471	2212.126712620079	2160.535457676994	0
472	2212.127575855494	2160.523940178726	0
473	2219.661915758294	2155.484541614697	0
474	2219.6317509512	2155.504897555189	0
475	2219.756792241641	2155.456656558643	0
476	2219.669226651062	2155.480396258787	0
477	2223.549152665865	2152.636440266688	0
478	2223.362236650982	2152.802790812431	0
479	2223.62491938249	2152.579719700532	0
480	2223.629560875816	2152.574652645207	0
481	2238.299046591417	2142.068649360609	0
482	2238.231476300777	2142.115780510886	0
483	2238.378113578903	2142.067799043677	0
484	2238.306402509226	2142.063192379376	0
485	2255.109139666861	2128.13102298116	0
486	2255.082624176041	2128.16180925767	0
487	2256.292294648598	2127.215313754866	0
488	2255.105566815323	2128.146656053863	0
489	2256.289702190587	2127.219813778452	0
490	2256.300164071877	2127.210963622268	0
491	2286.456492072988	2104.307037585033	0
492	2286.431097668969	2104.323606899067	0
493	2287.32631484113	2103.506133863313	0
494	2286.459710039482	2104.306475150896	0
495	2287.326539856941	2103.506680946321	0
496	2287.328036612009	2103.505507377133	0
497	2315.563253648534	2081.366210470006	0
498	2315.571049086982	2081.361222625702	0
499	2316.607263655506	2080.542894983531	0
500	2315.567877690625	2081.363220327683	0
501	2316.620467066194	2080.534215695031	0
502	2316.61845315573	2080.535060739782	0
503	2326.669674345739	2071.749130718345	0
504	2326.670974704534	2071.746782844735	0
505	2327.840326898405	2070.888402389655	0
506	2326.670370349531	2071.748669103128	0
507	2327.846302776202	2070.886986434647	0
508	2327.847673259621	2070.884107630273	0
509	2341.084925827716	2059.673370352337	0
510	2341.077242554461	2059.682243606965	0
511	2342.105267552971	2058.914514637467	0
512	2341.091363313467	2059.672252057713	0
513	2342.095555917521	2058.922384058753	0
514	2342.130528622494	2058.898958314047	0
515	2344.38386629868	2057.208305269654	0
516	2344.390829386848	2057.201355073218	0
517	2345.378674649318	2056.36594676502	0
518	2344.388690099113	2057.206758950105	0
519	2345.404418034647	2056.346513736063	0
520	2345.420334641189	2056.331212099411	0
521	2354.517858761807	2049.049224382653	0
522	2354.523633769019	2049.016216146244	0
523	2357.83566548529	2046.382716257309	0
524	2354.517580481819	2049.049488487069	0
525	2357.82877839852	2046.389289585663	0
526	2357.833689565498	2046.383973412155	0
527	2358.799584368192	2045.617129917718	0
528	2358.726327595858	2045.666722790293	0
529	2359.762993252658	2044.649752488602	0
530	2358.786683568264	2045.630135736793	0
531	2359.890501463238	2044.561316156075	0
532	2359.940286887907	2044.524940809145	0
533	2365.56457741282	2039.919069079938	0
534	2365.57783710887	2039.905957560323	0
535	2366.494839811139	2038.94213124874	0
536	2365.633579958458	2039.825191729252	0
537	2366.541817232306	2038.893046514742	0
538	2366.542509702703	2038.893310108222	0
539	2371.299527752493	2035.032674531393	0
540	2371.293671770363	2035.037197906093	0
541	2372.363936212977	2034.002580382941	0
542	2371.316553713386	2035.028695755733	0
543	2372.374427065703	2034.000159286148	0
544	2372.376103800601	2033.999220760353	0
545	2373.596883306273	2032.97637877412	0
546	2373.183653524981	2033.35003267706	0
547	2374.795087405835	2031.86413661994	0
548	2373.583815842041	2032.987718905038	0
549	2374.813558488344	2031.841464094862	0
550	2374.798805317081	2031.852779100517	0
551	2378.120526345665	2028.61373023575	0
552	2378.098187773003	2028.632394364512	0
553	2379.070032268834	2027.490309540266	0
554	2378.112392658501	2028.620576157142	0
555	2379.134361496636	2027.432506613063	0
556	2379.131670937418	2027.429350085411	0
557	2386.295046686158	2020.431419215935	0
558	2386.237170978629	2020.472315078689	0
559	2387.571752246663	2019.266591605598	0
560	2386.307730682564	2020.429976342829	0
561	2387.492045844774	2019.322388311054	0
562	2387.508484833959	2019.310112263966	0
563	2389.603506969857	2017.314077122048	0
564	2389.679395016214	2017.216703619434	0
565	2390.648903716179	2016.269209058047	0
566	2389.611366062897	2017.310076643565	0
567	2390.770262193546	2016.152604959138	0
568	2390.791519109249	2016.127937132127	0
569	2394.366833615391	2012.526689153338	0
570	2394.441635693268	2012.451075902123	0
571	2395.226508951881	2011.448311980374	0
572	2394.382343823734	2012.516431342509	0
573	2395.295347655609	2011.466091273481	0
574	2395.236819832564	2011.439533283779	0
575	2412.40784427115	1994.99086872921	0
576	2412.382104171578	1994.985920163305	0
577	2413.448748777972	1994.054548579678	0
578	2412.419498309727	1994.984265723072	0
579	2413.445566427497	1994.063099099234	0
580	2413.457048280487	1994.055918881932	0
581	2416.809565567561	1990.456218791184	0
582	2416.63479553777	1990.597581701027	0
583	2418.109325355987	1989.146462747986	0
584	2416.801992269891	1990.461963039244	0
585	2418.091623257377	1989.170663587579	0
586	2418.087919968913	1989.175751497578	0
587	2419.176229627414	1988.097276979801	0
588	2419.167862135183	1988.107247651507	0
589	2420.285573197683	1986.7474797839	0
590	2419.18932718083	1988.070042935913	0
591	2420.304373462868	1986.753399476584	0
592	2420.304721583851	1986.751822052267	0
593	2425.407815488645	1981.391906637253	0
594	2425.365614141473	1981.372244477584	0
595	2426.489659149283	1980.183920877753	0
596	2425.407815489417	1981.391906636619	0
597	2426.687620030239	1980.110318418088	0
598	2426.711450293419	1980.092295569205	0
599	2427.793879174961	1978.855328215975	0
600	2426.720338095204	1980.071581890955	0
601	2427.790919274766	1978.840837216772	0
602	2427.777999497273	1978.80313832728	0
603	2428.894796757931	1977.521963545561	0
604	2427.798130348144	1978.851391074438	0
605	2428.966486142958	1977.470276271271	0
606	2428.980741607078	1977.459079072798	0
607	2433.243457980321	1972.608831155803	0
608	2433.262777420025	1972.542646743316	0
609	2434.473444848833	1971.371899942455	0
610	2433.245950741995	1972.606485648642	0
611	2434.458249363992	1971.434586410295	0
612	2434.50549418391	1971.357960156991	0
613	2442.999433550484	1961.566010069527	0
614	2442.954753725558	1961.615728405295	0
615	2446.10581363933	1957.757388143016	0
616	2443.013868859015	1961.55138469555	0
617	2446.11002306212	1957.97504969133	0
618	2446.110023061538	1957.975049692143	0
619	2452.462878217321	1950.035156729076	0
620	2452.552470413458	1949.93015224589	0
621	2453.778141125029	1948.364979661232	0
622	2452.572156598651	1949.888468012726	0
623	2453.78038108727	1948.354611103735	0
624	2453.830092815253	1948.321369655658	0
625	2511.460520993915	1873.639021461199	0
626	2511.452803686705	1873.613209119826	0
627	2513.098358989381	1871.607047111904	0
628	2511.472989767628	1873.609048415091	0
629	2513.050118459506	1871.634559100175	0
630	2513.095798822081	1871.602090883038	0
631	2528.247902313598	1848.054880836083	0
632	2528.532097821087	1847.5922511691	0
633	2529.612776578437	1846.307276890662	0
634	2528.395078970472	1847.874318164148	0
635	2529.807167922571	1846.002228292813	0
636	2529.613440514006	1846.311346567785	0
637	2552.933985967163	1807.896627517948	0
638	2552.934311807487	1807.909524519958	0
639	2554.829550912513	1804.522980397296	0
640	2552.984042852922	1807.79594579987	0
641	2554.7758457808	1804.589190235008	0
642	2554.867053569633	1804.463832127841	0
643	2566.993823679441	1784.415142155786	0
644	2566.649603948622	1785.102485366168	0
645	2727.179964234062	1862.680835232183	0
646	2726.995238944813	1862.655176395568	0
647	2726.03797938685	1863.111506440889	0
648	2727.201606766796	1862.671469468487	0
649	2727.538739488165	1862.298612494965	0
650	2727.564317170497	1862.29613103227	0
651	2874.453797561805	1790.210795667738	0
652	2566.993823679877	1784.415142154886	0
653	2684.579396326953	1511.085784366691	0
654	3842.364551380857	1313.513471405848	0
655	3561.855075094611	1648.537548817423	0
656	18930.74847665603	1652.650607418372	0
657	20391.76016314178	1833.156258781199	0
658	19660.1316232197	1305.623479109184	0
659	20279.13749037424	1845.238694164822	0
660	20179.61002738255	1594.60940054552	0
661	20324.53667865058	1727.958120381583	0
662	22061.58767770435	1886.132038856831	0
663	22052.81659391751	1854.655291795535	0
664	2874.463122491979	1790.2015259221	0
665	2884.704925518906	1790.963755569934	0
666	2884.826741787971	1790.965881738204	0
667	2888.510086433973	1790.927882873419	0
668	2884.749452179484	1790.956347931875	0
669	2888.505508648148	1790.915014228589	0
670	2888.496209481506	1790.927333257013	0
671	2890.468713191285	1790.879688142942	0
672	2890.443380216534	1790.889326533588	0
673	2892.156882636922	1790.932436619395	0
674	2890.560050441371	1790.825257680852	0
675	2892.137734508138	1790.930692616433	0
676	2891.995937429535	1791.099087249861	0
677	2893.747863142955	1790.753199602604	0
678	2892.17238543195	1790.929076557659	0
679	2893.81700474689	1790.725999639321	0
680	2893.747863143898	1790.753199602272	0
681	2902.145625944616	1789.398733916433	0
682	2902.018269853997	1789.428206748896	0
683	2904.123823631668	1789.136449594506	0
684	2902.217813968204	1789.385841674633	0
685	2904.217448715635	1789.11415880672	0
686	2904.212651218966	1789.114759871826	0
687	2960.713817388736	1775.206808733636	0
688	2960.243554604113	1775.500856868567	0
689	2962.432471477316	1774.847593242205	0
690	2960.691492801892	1775.206878244898	0
691	2962.522051332397	1774.770110857816	0
692	2962.540705851648	1774.773948532873	0
693	2967.23215821329	1773.526116724284	0
694	2967.231453986448	1773.526806537699	0
695	2969.335665132957	1772.930721460911	0
696	2967.423299088901	1773.476279227526	0
697	2969.63935003454	1772.813498783283	0
698	2969.651299132142	1772.815779914605	0
